id,filtered_words_str_final,features_str,label_index
F137,flat earth confirmed sources sound police though care sea clear beat. film crime fine thought forward. — shocking claims flat earth surface internet.,"(10000,[55,503,731,1611,1886,2918,3385,3876,4988,5003,5310,5850,6166,6431,7281,7936,8338,9023,9612,9617,9676],[4.607168188650764,0.691153161953081,4.270695952029551,4.607168188650764,4.830311739964974,6.0771045414738385,4.137164559405029,3.6516567436233283,0.6792718340663283,3.914021008090819,4.270695952029551,0.691153161953081,4.137164559405029,4.270695952029551,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,5.117993812416755,4.137164559405029,6.0771045414738385])",0.0
R088,new report research parent question draw either. experts discuss ongoing developments research.,"(10000,[585,2947,3614,4506,4687,6505,7066,7632,8167,9432,9462,9932],[0.6871770135734415,4.137164559405029,0.6832166123573445,0.691153161953081,0.691153161953081,0.6871770135734415,2.920769235080536,4.830311739964974,4.607168188650764,2.849310271098391,0.691153161953081,4.42484663185681])",1.0
R169,new report technology breakthrough ground scene discuss throughout far. current think modern marriage. experts discuss ongoing developments technology breakthrough.,"(10000,[585,1020,1344,2227,2335,2336,2571,3481,3614,4506,4687,5844,5948,6487,6505,9189,9462],[0.6871770135734415,5.1060889099104365,5.523458920524919,2.7200985396183848,4.42484663185681,4.270695952029551,5.117993812416755,2.7200985396183848,1.366433224714689,0.691153161953081,0.691153161953081,4.019381523748645,4.607168188650764,3.914021008090819,0.6871770135734415,3.914021008090819,0.691153161953081])",1.0
R193,new report technology breakthrough total international air. market great plant court red three out. record base drive off. experts discuss ongoing developments technology breakthrough.,"(10000,[52,188,585,750,1020,1918,2227,2657,3481,3614,4347,4506,4568,4687,5778,5925,6279,6325,6505,7244,8173,9078,9462],[4.42484663185681,4.607168188650764,0.6871770135734415,4.830311739964974,5.1060889099104365,5.523458920524919,2.7200985396183848,4.137164559405029,2.7200985396183848,0.6832166123573445,4.137164559405029,0.691153161953081,4.019381523748645,0.691153161953081,4.830311739964974,4.137164559405029,4.270695952029551,4.019381523748645,0.6871770135734415,3.6516567436233283,3.383392757028649,5.523458920524919,0.691153161953081])",1.0
F247,mind control confirmed sources social toward value treatment. east sport set change direction morning billion. — shocking claims mind control surface internet.,"(10000,[387,503,629,823,1208,3143,3160,3184,3194,4988,5342,5850,6576,7281,7403,7936,8278,8338,8554,9023],[2.5530444549552183,0.691153161953081,5.117993812416755,4.42484663185681,5.7688031818193215,5.523458920524919,4.137164559405029,5.698620542196782,4.607168188650764,0.6792718340663283,4.270695952029551,0.691153161953081,4.830311739964974,0.6714286566053024,4.019381523748645,0.691153161953081,4.019381523748645,0.691153161953081,4.270695952029551,0.691153161953081])",0.0
R179,new report technology breakthrough respond type question. enter style whose baby. experts discuss ongoing developments technology breakthrough.,"(10000,[585,1020,2227,2500,3479,3481,3526,3614,4506,4687,6505,7435,8000,9367,9462,9539],[0.6871770135734415,5.1060889099104365,2.7200985396183848,4.830311739964974,5.523458920524919,2.7200985396183848,3.8187108282864943,0.6832166123573445,0.691153161953081,0.691153161953081,0.6871770135734415,4.137164559405029,3.914021008090819,4.270695952029551,0.691153161953081,3.7316994512968646])",1.0
F138,immortal jellyfish confirmed sources box treatment final significant power. whatever congress officer expert institution. — shocking claims immortal jellyfish surface internet.,"(10000,[503,696,914,1029,1653,2066,4988,5850,7180,7281,7695,7922,7936,8015,8338,8552,8728,9023,9876],[0.691153161953081,4.270695952029551,4.019381523748645,3.8187108282864943,4.137164559405029,5.501740396570277,0.6792718340663283,0.691153161953081,5.117993812416755,0.6714286566053024,3.577548771469606,4.607168188650764,0.691153161953081,3.8187108282864943,0.691153161953081,4.270695952029551,3.383392757028649,0.691153161953081,5.501740396570277])",0.0
R017,new report policy attention series around food development yeah. experts discuss ongoing developments policy.,"(10000,[585,2871,3144,3614,4142,4463,4506,4687,6197,6505,6944,8134,8653,9462],[0.6871770135734415,4.607168188650764,4.270695952029551,0.6832166123573445,2.6902455764687034,4.270695952029551,0.691153161953081,0.691153161953081,4.270695952029551,0.6871770135734415,2.849310271098391,5.117993812416755,4.830311739964974,0.691153161953081])",1.0
F090,mind control confirmed sources land court kitchen best. election evening manager first generation explain own. return early behind central contain debate agreement green. — shocking claims mind control surface internet.,"(10000,[132,503,635,756,1208,1652,3184,4092,4346,4568,4988,5286,5341,5850,6043,6403,6963,7016,7148,7281,7493,7813,7936,8276,8338,8413,8928,9023],[2.6330871626287546,0.691153161953081,4.019381523748645,4.607168188650764,5.7688031818193215,4.019381523748645,5.698620542196782,4.137164559405029,3.914021008090819,4.019381523748645,0.6792718340663283,3.914021008090819,4.270695952029551,0.691153161953081,4.607168188650764,4.42484663185681,4.270695952029551,5.117993812416755,4.42484663185681,0.6714286566053024,4.137164559405029,5.523458920524919,0.691153161953081,4.137164559405029,0.691153161953081,4.019381523748645,4.270695952029551,0.691153161953081])",0.0
F222,mind control confirmed sources person wide gun. administration sure control reality quite popular. weight newspaper late beyond candidate with. democrat difficult religious author movie high. — shocking claims mind control surface internet.,"(10000,[503,680,1208,1439,1712,1821,2836,3079,3184,3238,3249,4293,4358,4988,5185,5234,5850,6056,7281,7586,7640,7786,7936,8004,8094,8338,8900,9023,9350],[0.691153161953081,4.270695952029551,8.653204772728982,4.137164559405029,4.607168188650764,4.019381523748645,4.019381523748645,3.8187108282864943,5.698620542196782,4.270695952029551,3.4440173788450834,4.270695952029551,4.137164559405029,0.6792718340663283,4.270695952029551,4.270695952029551,0.691153161953081,3.8187108282864943,0.6714286566053024,5.523458920524919,4.830311739964974,4.830311739964974,0.691153161953081,3.577548771469606,4.607168188650764,0.691153161953081,4.019381523748645,0.691153161953081,4.607168188650764])",0.0
R114,new report climate change really record hope management eye admit bring. team local say well choose. many simple two morning. half rather report true including. experts discuss ongoing developments climate change.,"(10000,[157,228,387,468,585,821,1241,1341,1766,1780,2059,2837,2913,3614,4112,4115,4333,4347,4506,4687,4728,5188,5862,6000,6505,7188,8714,8888,9462],[3.2721671219184243,4.830311739964974,2.5530444549552183,4.137164559405029,0.6871770135734415,5.698620542196782,3.914021008090819,3.8187108282864943,5.523458920524919,4.137164559405029,2.60568818844064,4.137164559405029,3.577548771469606,0.6832166123573445,4.137164559405029,5.117993812416755,5.117993812416755,4.137164559405029,0.691153161953081,0.691153161953081,4.137164559405029,4.830311739964974,4.019381523748645,3.914021008090819,1.374354027146883,5.117993812416755,4.42484663185681,4.830311739964974,0.691153161953081])",1.0
F235,celebrity scandal confirmed sources hear machine summer color. mean ten weight book entire go course simple. start piece mouth final. — shocking claims celebrity scandal surface internet.,"(10000,[393,503,909,2101,2494,2996,3133,3486,3652,4805,4842,4921,4988,5085,5850,6451,7281,7497,7936,8004,8040,8338,8824,9023,9481],[3.914021008090819,0.691153161953081,4.270695952029551,5.523458920524919,5.117993812416755,4.137164559405029,4.137164559405029,5.698620542196782,3.914021008090819,5.523458920524919,3.914021008090819,5.698620542196782,0.6792718340663283,3.6516567436233283,0.691153161953081,3.4440173788450834,0.6714286566053024,4.830311739964974,0.691153161953081,3.577548771469606,4.019381523748645,0.691153161953081,4.137164559405029,0.691153161953081,4.137164559405029])",0.0
F185,hoax confirmed sources dog discover manager minute must. list camera add. last cause attack hit skin late what. — shocking claims hoax surface internet.,"(10000,[316,503,1650,1652,3079,3357,3739,3989,4170,4377,4988,5693,5833,5850,7281,7936,8252,8338,8344,8363,8728,9023,9564],[4.270695952029551,0.691153161953081,4.607168188650764,4.019381523748645,3.8187108282864943,4.019381523748645,4.607168188650764,3.914021008090819,4.607168188650764,5.21137637688128,0.6792718340663283,4.270695952029551,4.270695952029551,0.691153161953081,0.6714286566053024,0.691153161953081,4.42484663185681,0.691153161953081,3.5085558999826545,5.117993812416755,3.383392757028649,0.691153161953081,4.607168188650764])",0.0
F221,flat earth confirmed sources low change north dinner significant lawyer skill. organization figure himself. — shocking claims flat earth surface internet.,"(10000,[387,503,1364,1778,2240,2918,3792,4110,4988,5850,6241,7281,7936,8338,8411,8552,9021,9023,9676],[2.5530444549552183,0.691153161953081,4.270695952029551,3.914021008090819,4.270695952029551,6.0771045414738385,4.830311739964974,4.137164559405029,0.6792718340663283,0.691153161953081,5.523458920524919,0.6714286566053024,0.691153161953081,0.691153161953081,3.577548771469606,4.270695952029551,4.019381523748645,0.691153161953081,6.0771045414738385])",0.0
F054,secret cure confirmed sources current him. coach expert rate student. situation ground run turn name. — shocking claims secret cure surface internet.,"(10000,[253,266,503,914,1099,3136,3351,3514,3886,3892,4988,5850,6487,6747,7281,7936,8338,8919,9023,9189],[3.8187108282864943,4.607168188650764,0.691153161953081,4.019381523748645,5.117993812416755,4.607168188650764,4.830311739964974,4.42484663185681,3.8187108282864943,5.1060889099104365,0.6792718340663283,0.691153161953081,3.914021008090819,5.1060889099104365,0.6714286566053024,0.691153161953081,0.691153161953081,5.117993812416755,0.691153161953081,3.914021008090819])",0.0
R000,new report public health soldier yet life else son. experts discuss ongoing developments public health.,"(10000,[585,1440,1770,3477,3614,4037,4141,4506,4687,5034,6219,6505,8805,9462],[0.6871770135734415,4.270695952029551,5.7688031818193215,4.42484663185681,0.6832166123573445,4.019381523748645,4.137164559405029,0.691153161953081,0.691153161953081,4.270695952029551,3.172083663361442,0.6871770135734415,3.0385522707369192,0.691153161953081])",1.0
R178,new report budget report benefit contain region program. experts discuss ongoing developments budget report.,"(10000,[585,3614,4506,4687,4991,5432,5653,6505,7025,7493,8159,9462],[0.6871770135734415,0.6832166123573445,0.691153161953081,0.691153161953081,5.158039882716958,2.7508701982851385,4.019381523748645,1.374354027146883,4.830311739964974,4.137164559405029,3.914021008090819,0.691153161953081])",1.0
F006,hoax confirmed sources theory include can. campaign raise someone staff class. nature learn reflect happen analysis local. — shocking claims hoax surface internet.,"(10000,[503,1247,1296,1468,2953,3527,3611,3671,4377,4704,4988,5241,5321,5850,5967,6224,6675,7281,7936,8338,9023,9325],[0.691153161953081,5.117993812416755,4.019381523748645,5.117993812416755,4.270695952029551,4.270695952029551,4.42484663185681,4.607168188650764,5.21137637688128,4.270695952029551,0.6792718340663283,5.117993812416755,4.019381523748645,0.691153161953081,4.42484663185681,3.8187108282864943,4.270695952029551,0.6714286566053024,0.691153161953081,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
F174,secret cure confirmed sources difference per else. line sit consumer speak operation special. social light address phone. — shocking claims secret cure surface internet.,"(10000,[298,503,823,1182,1720,3892,4454,4732,4988,5118,5850,5922,6747,6946,7281,7866,7936,8338,9023,9109,9475,9757],[4.137164559405029,0.691153161953081,4.42484663185681,4.270695952029551,4.42484663185681,5.1060889099104365,4.607168188650764,4.270695952029551,0.6792718340663283,5.117993812416755,0.691153161953081,4.270695952029551,5.1060889099104365,4.270695952029551,0.6714286566053024,4.270695952029551,0.691153161953081,0.691153161953081,0.691153161953081,4.830311739964974,4.42484663185681,4.830311739964974])",0.0
R009,new report election easy health kid idea. drop option save stand staff yes beautiful age. experts discuss ongoing developments election.,"(10000,[132,585,760,1273,1375,3556,3614,3723,4262,4506,4520,4687,5044,6224,6505,6886,8577,8805,9462,9613],[2.6330871626287546,0.6871770135734415,4.137164559405029,3.3262343431887,5.117993812416755,2.7826188965997183,0.6832166123573445,4.270695952029551,5.523458920524919,0.691153161953081,4.270695952029551,0.691153161953081,3.8187108282864943,3.8187108282864943,0.6871770135734415,4.607168188650764,4.607168188650764,3.0385522707369192,0.691153161953081,4.019381523748645])",1.0
R122,new report economic growth box defense fill mind. participant range tonight. experts discuss ongoing developments economic growth.,"(10000,[165,320,585,3543,3614,4506,4687,5396,6505,6764,7922,9034,9144,9184,9462,9727],[4.830311739964974,2.7826188965997183,0.6871770135734415,4.607168188650764,0.6832166123573445,0.691153161953081,0.691153161953081,4.270695952029551,0.6871770135734415,5.523458920524919,4.607168188650764,2.8844015909096608,5.380491152937407,5.117993812416755,0.691153161953081,3.914021008090819])",1.0
F189,immortal jellyfish confirmed sources nice method power standard turn organization. seven begin operation understand call write sit. — shocking claims immortal jellyfish surface internet.,"(10000,[503,1513,2066,2778,2967,3056,3370,3886,4988,5146,5445,5850,5922,6015,6487,7281,7850,7936,8270,8338,9023,9876],[0.691153161953081,4.607168188650764,5.501740396570277,4.830311739964974,4.270695952029551,3.914021008090819,4.019381523748645,3.8187108282864943,0.6792718340663283,4.270695952029551,4.830311739964974,0.691153161953081,4.270695952029551,3.914021008090819,3.914021008090819,0.6714286566053024,4.137164559405029,0.691153161953081,5.117993812416755,0.691153161953081,0.691153161953081,5.501740396570277])",0.0
